Grade,Subject,Course,Key,Text,Keywords
HS,Social Studies,Government,8,Government. The student understands the structure and functions of the government created by the U.S. Constitution. The student is expected to:,
HS,Social Studies,Government,8.a,"Analyze the structure and functions of the legislative branch of government, including the bicameral structure of Congress, the role of committees, and the procedure for enacting laws;",
HS,Social Studies,Government,8.b,"Analyze the structure and functions of the executive branch of government, including the constitutional powers of the president, the growth of presidential power, and the role of the Cabinet and executive departments;",
HS,Social Studies,Government,8.c,"Analyze the structure and functions of the judicial branch of government, including the federal court system, types of jurisdiction, and judicial review;",
HS,Social Studies,Government,8.d,"Identify the purpose of selected independent executive agencies, including the National Aeronautics and Space Administration (NASA), and regulatory commissions, including the Environmental Protection Agency (EPA), Occupational Safety and Health Administration (OSHA), Food and Drug Administration (FDA), and Federal Communications Commission (FCC);",
HS,Social Studies,Government,8.e,Explain how certain provisions of the U.S. Constitution provide for checks and balances among the three branches of government;,
HS,Social Studies,Government,8.f,Analyze selected issues raised by judicial activism and judicial restraint;,
HS,Social Studies,Government,8.g,Explain the major responsibilities of the federal government for domestic and foreign policy such as national defense; and,
HS,Social Studies,Government,8.h,"Compare the structures, functions, and processes of national, state, and local governments in the U.S. federal system.",
HS,Social Studies,Government,9,Government. The student understands the concept of federalism. The student is expected to:,
HS,Social Studies,Government,9.a,Explain why the Founding Fathers created a distinctly new form of federalism and adopted a federal system of government instead of a unitary system;,
HS,Social Studies,Government,9.b,"Categorize government powers as national, state, or shared;",
HS,Social Studies,Government,9.c,Analyze historical and contemporary conflicts over the respective roles of national and state governments; and,
HS,Social Studies,Government,9.d,Understand the limits on the national and state governments in the U.S. federal system of government.,
HS,Social Studies,Government,10,Government. The student understands the processes for filling public offices in the U.S. system of government. The student is expected to:,
HS,Social Studies,Government,10.a,"Compare different methods of filling public offices, including elected and appointed offices at the local, state, and national levels;",
HS,Social Studies,Government,10.b,Explain the process of electing the president of the United States and analyze the Electoral College; and,
HS,Social Studies,Government,10.c,Analyze the impact of the passage of the 17th Amendment.,
HS,Social Studies,Government,11,Government. The student understands the role of political parties in the U.S. system of government. The student is expected to:,
HS,Social Studies,Government,11.a,"Analyze the functions of political parties and their role in the electoral process at local, state, and national levels;",
HS,Social Studies,Government,11.b,Explain the two-party system and evaluate the role of third parties in the United States; and,
HS,Social Studies,Government,11.c,"Identify opportunities for citizens to participate in political party activities at local, state, and national levels.",
HS,Social Studies,Government,12,Government. The student understands the similarities and differences that exist among the U.S. system of government and other political systems. The student is expected to:,
HS,Social Studies,Government,12.a,"Compare the U.S. constitutional republic to historical and contemporary forms of government such as monarchy, a classical republic, authoritarian, socialist, direct democracy, theocracy, tribal, and other republics;",
HS,Social Studies,Government,12.b,"Analyze advantages and disadvantages of federal, confederate, and unitary systems of government; and",
HS,Social Studies,Government,12.c,Analyze advantages and disadvantages of presidential and parliamentary systems of government.,
